,S,I,R
20.85000000000046,38.459880528583966,13335.2920161173,36626.248103354235
20.86000000000046,38.37702160583222,13322.06053757182,36639.56244082247
20.870000000000463,38.294484564310885,13308.841967377022,36652.86354805879
20.880000000000464,38.212268013212146,13295.636294015945,36666.15143797097
20.890000000000466,38.130370568687724,13282.443505976189,36679.42612345525
20.900000000000468,38.04879085381007,13269.26359174995,36692.68761739636
20.91000000000047,37.96752749853374,13256.096539834052,36705.93593266753
20.92000000000047,37.886579139657094,13242.942338729981,36719.17108213048
20.930000000000472,37.80594442078412,13229.800976943916,36732.39307863542
20.940000000000474,37.72562199228659,13216.672442986768,36745.60193502106
20.950000000000475,37.64561051126639,13203.556725374208,36758.797664114645
20.960000000000477,37.56590864151809,13190.453812626702,36771.9802787319
20.97000000000048,37.48651505349177,13177.36369326954,36785.14979167708
20.98000000000048,37.40742842425602,13164.286355832877,36798.30621574298
20.99000000000048,37.32864743746121,13151.221788851753,36811.4495637109
21.000000000000483,37.25017078330296,13138.169980866132,36824.57984835068
21.010000000000485,37.17199715848587,13125.130920420932,36837.6970824207
21.020000000000486,37.0941252661874,13112.104596066052,36850.80127866788
21.030000000000488,37.01655381602202,13099.090996356414,36863.89244982768
21.04000000000049,36.9392815240056,13086.090109851979,36876.970608624135
21.05000000000049,36.86230711251995,13073.10192511779,36890.03576776981
21.060000000000493,36.78562931027762,13060.12643072399,36903.08793996585
21.070000000000494,36.7092468522869,13047.163615245869,36916.12713790197
21.080000000000496,36.63315847981705,13034.213467263871,36929.153374256435
21.090000000000497,36.557362940363696,13021.275975363644,36942.166661696116
21.1000000000005,36.4818589876145,13008.351128136057,36955.16701287645
21.1100000000005,36.40664538141498,12995.438914177234,36968.154440441474
21.120000000000502,36.33172088773457,12982.53932208858,36981.12895702381
21.130000000000503,36.25708427863287,12969.652340476814,36994.09057524468
21.140000000000505,36.18273433222609,12956.77795795399,37007.03930771391
21.150000000000507,36.10866983265375,12943.916163137528,37019.975167029945
21.160000000000508,36.03488957004552,12931.066944650249,37032.89816577983
21.17000000000051,35.96139234048826,12918.23029112039,37045.808316539245
21.18000000000051,35.88817694599332,12905.40619118164,37058.705631872486
21.190000000000513,35.815242194463984,12892.594633473167,37071.59012433249
21.200000000000514,35.74258689966312,12879.795606639636,37084.46180646082
21.210000000000516,35.670209881181016,12867.009099331248,37097.320690787696
21.220000000000518,35.59810996440347,12854.235100203756,37110.166789831965
21.23000000000052,35.52628598047997,12841.473597918499,37123.000116101146
21.24000000000052,35.45473676629215,12828.724581142424,37135.820682091406
21.250000000000522,35.383461164422414,12815.988038548112,37148.62850028759
21.260000000000524,35.3124580231227,12803.263958813803,37161.423583163196
21.270000000000525,35.24172619628353,12790.552330623423,37174.205943180415
21.280000000000527,35.171264543403126,12777.853142666607,37186.97559279011
21.29000000000053,35.101071929556824,12765.166383638729,37199.732544431834
21.30000000000053,35.03114722536658,12752.49204224092,37212.47681053384
21.31000000000053,34.96148930697074,12739.830107180094,37225.20840351306
21.320000000000533,34.89209705599391,12727.18056716898,37237.92733577515
21.330000000000535,34.82296935951707,12714.543410926131,37250.63361971448
21.340000000000536,34.75410511004783,12701.918627175965,37263.327267714114
21.350000000000538,34.6855032054909,12689.306204648774,37276.00829214586
21.36000000000054,34.61716254911869,12676.706132080759,37288.67670537025
21.37000000000054,34.54908204954209,12664.118398214045,37301.33251973654
21.380000000000543,34.48126062068151,12651.542991796709,37313.975747582735
21.390000000000544,34.41369718173796,12638.979901582798,37326.60640123559
21.400000000000546,34.3463906571644,12626.429116332358,37339.2244930106
21.410000000000547,34.279339976637225,12613.890624811454,37351.830035212035
21.42000000000055,34.212544075027914,12601.36441579219,37364.42304013291
21.43000000000055,34.14600189237488,12588.850478052731,37377.00352005503
21.440000000000552,34.07971237385546,12576.34880037733,37389.57148724895
21.450000000000554,34.013674469758044,12563.859371556342,37402.12695397403
21.460000000000555,33.94788713545445,12551.382180386256,37414.66993247842
21.470000000000557,33.882349331372396,12538.917215669706,37427.20043499905
21.480000000000558,33.81706002296814,12526.464466215499,37439.71847376166
21.49000000000056,33.752018180699345,12514.02392083863,37452.2240609808
21.50000000000056,33.687222779997995,12501.59556836031,37464.71720885982
21.510000000000563,33.622672801243596,12489.17939760798,37477.197929590904
21.520000000000564,33.55836722973643,12476.77539741534,37489.66623535505
21.530000000000566,33.49430505567104,12464.383556622355,37502.1221383221
21.540000000000568,33.430485274109834,12452.003864075292,37514.56565065072
21.55000000000057,33.366906884956855,12439.636308626725,37526.996784488445
21.56000000000057,33.30356889293171,12427.280879135566,37539.41555197163
21.570000000000572,33.24047030754364,12414.937564467078,37551.82196522551
21.580000000000574,33.17761014306578,12402.606353492898,37564.21603636417
21.590000000000575,33.114987418509514,12390.287235091053,37576.59777749057
21.600000000000577,33.05260115759904,12377.98019814598,37588.96720069655
21.61000000000058,32.990450388746034,12365.68523154855,37601.324318062834
21.62000000000058,32.928534145024486,12353.402324196077,37613.669141659026
21.63000000000058,32.86685146414571,12341.131464992344,37626.00168354364
21.640000000000583,32.80540138843346,12328.87264284762,37638.32195576408
21.650000000000585,32.7441829647992,12316.625846678677,37650.629970356655
21.660000000000586,32.68319524471755,12304.391065408809,37662.9257393466
21.670000000000588,32.622437284201844,12292.168287967846,37675.20927474808
21.68000000000059,32.56190814377983,12279.957503292182,37687.48058856417
21.69000000000059,32.50160688846955,12267.758700324779,37699.73969278688
21.700000000000593,32.441532587755326,12255.571868015193,37711.98659939718
21.710000000000594,32.38168431556389,12243.396995319592,37724.22132036497
21.720000000000596,32.32206115024067,12231.234071200768,37736.44386764912
21.730000000000597,32.26266217452623,12219.083084628159,37748.65425319744
21.7400000000006,32.20348647553278,12206.944024577859,37760.85248894674
21.7500000000006,32.1445331447209,12194.816880032642,37773.03858682277
21.760000000000602,32.085801277876385,12182.701639981975,37785.21255874028
21.770000000000604,32.02728997508716,12170.598293422034,37797.37441660301
21.780000000000605,31.968998340720425,12158.506829355721,37809.52417230369
21.790000000000607,31.91092548339988,12146.427236792682,37821.66183772405
21.80000000000061,31.853070515983074,12134.359504749316,37833.78742473484
21.81000000000061,31.795432555538927,12122.3036222488,37845.9009451958
21.82000000000061,31.73801072332535,12110.2595783211,37858.00241095571
21.830000000000613,31.68080414476701,12098.227362002981,37870.09183385239
